Entity,Code,Year,Deaths - Opioid use disorders - Sex: Both - Age: All Ages (Number),Deaths - Cocaine use disorders - Sex: Both - Age: All Ages (Number),Deaths - Other drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Amphetamine use disorders - Sex: Both - Age: All Ages (Number)
"Southeast Asia, East Asia, and Oceania",,2010,7173,408,3047,2009
"Southeast Asia, East Asia, and Oceania",,2011,7066,412,3017,1966
"Southeast Asia, East Asia, and Oceania",,2012,6898,416,2949,1896
"Southeast Asia, East Asia, and Oceania",,2013,6841,426,2930,1873
"Southeast Asia, East Asia, and Oceania",,2014,6880,444,2985,1898
"Southeast Asia, East Asia, and Oceania",,2015,6896,458,2995,1906
"Southeast Asia, East Asia, and Oceania",,2016,7010,482,3064,1958
"Southeast Asia, East Asia, and Oceania",,2017,7317,521,3277,2095
"Southeast Asia, East Asia, and Oceania",,2018,7988,567,3586,2313
"Southeast Asia, East Asia, and Oceania",,2019,8524,609,3850,2498
Southern Latin America,,1990,25,4,6,2
Southern Latin America,,1991,24,4,7,2
Southern Latin America,,1992,24,4,7,2
Southern Latin America,,1993,26,4,8,2
Southern Latin America,,1994,27,5,8,2
Southern Latin America,,1995,29,5,8,2
Southern Latin America,,1996,31,6,9,2
Southern Latin America,,1997,35,7,11,2
Southern Latin America,,1998,40,8,12,3
Southern Latin America,,1999,43,9,13,3
Southern Latin America,,2000,45,9,12,3
Southern Latin America,,2001,52,9,14,3
Southern Latin America,,2002,56,10,14,3
Southern Latin America,,2003,57,10,15,3
Southern Latin America,,2004,60,10,15,3
Southern Latin America,,2005,63,11,16,4
Southern Latin America,,2006,68,11,17,4
Southern Latin America,,2007,75,12,18,5
Southern Latin America,,2008,77,12,19,5
Southern Latin America,,2009,81,13,21,5
Southern Latin America,,2010,84,13,22,5
Southern Latin America,,2011,88,14,24,5
Southern Latin America,,2012,92,14,26,6
Southern Latin America,,2013,95,15,27,6
Southern Latin America,,2014,99,15,28,6
Southern Latin America,,2015,101,17,31,6
Southern Latin America,,2016,105,18,34,7
Southern Latin America,,2017,102,18,35,7
Southern Latin America,,2018,105,19,36,7
Southern Latin America,,2019,108,20,37,8
Southern sub-Saharan Africa,,1990,153,27,116,10
Southern sub-Saharan Africa,,1991,161,28,124,10
Southern sub-Saharan Africa,,1992,176,32,141,11
Southern sub-Saharan Africa,,1993,172,30,133,11
Southern sub-Saharan Africa,,1994,183,33,141,12
Southern sub-Saharan Africa,,1995,187,35,143,12
Southern sub-Saharan Africa,,1996,184,35,141,12
Southern sub-Saharan Africa,,1997,201,40,165,14
Southern sub-Saharan Africa,,1998,204,39,166,15
Southern sub-Saharan Africa,,1999,195,36,168,14
Southern sub-Saharan Africa,,2000,193,37,187,14
Southern sub-Saharan Africa,,2001,177,36,189,14
Southern sub-Saharan Africa,,2002,183,34,184,14
Southern sub-Saharan Africa,,2003,184,33,182,14
Southern sub-Saharan Africa,,2004,179,31,174,14
Southern sub-Saharan Africa,,2005,173,29,162,14
Southern sub-Saharan Africa,,2006,174,29,152,15
Southern sub-Saharan Africa,,2007,175,29,131,14
Southern sub-Saharan Africa,,2008,191,28,107,14
Southern sub-Saharan Africa,,2009,191,28,92,14
Southern sub-Saharan Africa,,2010,186,27,78,14
Southern sub-Saharan Africa,,2011,178,26,66,13
Southern sub-Saharan Africa,,2012,175,26,60,13
Southern sub-Saharan Africa,,2013,172,25,56,13
Southern sub-Saharan Africa,,2014,172,26,54,13
Southern sub-Saharan Africa,,2015,172,26,52,13
Southern sub-Saharan Africa,,2016,169,25,50,13
Southern sub-Saharan Africa,,2017,168,26,51,14
Southern sub-Saharan Africa,,2018,170,26,51,14
Southern sub-Saharan Africa,,2019,173,27,51,15
Spain,ESP,1990,456,14,87,28
Spain,ESP,1991,561,18,105,35
Spain,ESP,1992,624,21,117,39
Spain,ESP,1993,662,23,123,40
Spain,ESP,1994,699,25,129,42
Spain,ESP,1995,721,28,136,43
Spain,ESP,1996,726,29,140,44
Spain,ESP,1997,734,31,146,45
Spain,ESP,1998,708,33,151,46
Spain,ESP,1999,670,36,159,48
Spain,ESP,2000,639,36,160,47
Spain,ESP,2001,616,37,161,46
Spain,ESP,2002,596,38,162,45
Spain,ESP,2003,578,39,163,44
Spain,ESP,2004,566,38,160,42
Spain,ESP,2005,558,38,160,42
Spain,ESP,2006,541,37,157,41
Spain,ESP,2007,535,37,158,41
Spain,ESP,2008,539,36,154,40
Spain,ESP,2009,522,34,145,37
Spain,ESP,2010,513,32,138,35
Spain,ESP,2011,512,30,133,35
Spain,ESP,2012,514,28,129,34
Spain,ESP,2013,509,27,123,33
Spain,ESP,2014,510,25,119,32
Spain,ESP,2015,515,25,120,34
Spain,ESP,2016,519,25,118,34
Spain,ESP,2017,511,25,119,34
Spain,ESP,2018,525,26,127,37
Spain,ESP,2019,533,27,131,38
Sri Lanka,LKA,1990,108,13,14,8
Sri Lanka,LKA,1991,86,10,11,6
Sri Lanka,LKA,1992,72,9,9,5
Sri Lanka,LKA,1993,61,7,8,4
Sri Lanka,LKA,1994,57,7,7,4
Sri Lanka,LKA,1995,49,6,7,4
Sri Lanka,LKA,1996,59,8,9,5
Sri Lanka,LKA,1997,111,16,17,9
Sri Lanka,LKA,1998,132,19,19,11
Sri Lanka,LKA,1999,147,21,21,12
Sri Lanka,LKA,2000,156,23,23,13
Sri Lanka,LKA,2001,147,22,20,12
Sri Lanka,LKA,2002,141,21,19,11
Sri Lanka,LKA,2003,136,20,19,11
Sri Lanka,LKA,2004,132,20,18,11
Sri Lanka,LKA,2005,127,19,18,10
Sri Lanka,LKA,2006,114,17,16,9
Sri Lanka,LKA,2007,114,17,16,9
Sri Lanka,LKA,2008,103,16,15,8
Sri Lanka,LKA,2009,86,13,13,7
Sri Lanka,LKA,2010,79,12,12,6
Sri Lanka,LKA,2011,83,13,13,7
Sri Lanka,LKA,2012,81,13,12,7
Sri Lanka,LKA,2013,76,12,12,6
Sri Lanka,LKA,2014,79,13,13,7
Sri Lanka,LKA,2015,83,14,13,7
Sri Lanka,LKA,2016,85,14,14,7
Sri Lanka,LKA,2017,87,15,15,8
Sri Lanka,LKA,2018,91,16,16,8
Sri Lanka,LKA,2019,93,16,16,8
Sub-Saharan Africa - World Bank region,,1990,672,49,264,19
Sub-Saharan Africa - World Bank region,,1991,703,52,280,20
Sub-Saharan Africa - World Bank region,,1992,745,56,306,22
Sub-Saharan Africa - World Bank region,,1993,766,56,305,22
Sub-Saharan Africa - World Bank region,,1994,799,59,322,24
Sub-Saharan Africa - World Bank region,,1995,826,62,332,25
Sub-Saharan Africa - World Bank region,,1996,845,63,336,25
Sub-Saharan Africa - World Bank region,,1997,885,69,367,28
Sub-Saharan Africa - World Bank region,,1998,914,70,377,29
Sub-Saharan Africa - World Bank region,,1999,929,68,385,29
Sub-Saharan Africa - World Bank region,,2000,949,70,406,30
Sub-Saharan Africa - World Bank region,,2001,953,70,406,30
Sub-Saharan Africa - World Bank region,,2002,984,69,401,31
Sub-Saharan Africa - World Bank region,,2003,1015,70,403,32
Sub-Saharan Africa - World Bank region,,2004,1043,69,399,33
Sub-Saharan Africa - World Bank region,,2005,1072,70,391,34
Sub-Saharan Africa - World Bank region,,2006,1106,72,387,35
Sub-Saharan Africa - World Bank region,,2007,1150,74,373,36
Sub-Saharan Africa - World Bank region,,2008,1218,77,361,38
Sub-Saharan Africa - World Bank region,,2009,1285,81,361,39
Sub-Saharan Africa - World Bank region,,2010,1323,83,357,40
Sub-Saharan Africa - World Bank region,,2011,1376,86,359,41
Sub-Saharan Africa - World Bank region,,2012,1429,89,365,43
Sub-Saharan Africa - World Bank region,,2013,1491,92,377,45
Sub-Saharan Africa - World Bank region,,2014,1558,97,391,47
Sub-Saharan Africa - World Bank region,,2015,1612,100,404,49
Sub-Saharan Africa - World Bank region,,2016,1685,105,421,51
Sub-Saharan Africa - World Bank region,,2017,1761,110,442,54
Sub-Saharan Africa - World Bank region,,2018,1840,115,465,57
Sub-Saharan Africa - World Bank region,,2019,1913,121,486,60
Sudan,SDN,1990,77,4,16,3
Sudan,SDN,1991,83,4,18,3
Sudan,SDN,1992,88,4,19,3
Sudan,SDN,1993,94,5,20,3
Sudan,SDN,1994,99,5,22,4
Sudan,SDN,1995,105,5,23,4
Sudan,SDN,1996,111,5,24,4
Sudan,SDN,1997,117,6,26,4
Sudan,SDN,1998,124,6,27,4
Sudan,SDN,1999,130,6,29,5
Sudan,SDN,2000,135,7,30,5
Sudan,SDN,2001,140,7,31,5
Sudan,SDN,2002,145,7,32,5
Sudan,SDN,2003,148,8,33,5
Sudan,SDN,2004,153,8,35,5
Sudan,SDN,2005,158,8,36,6
Sudan,SDN,2006,163,9,37,6
Sudan,SDN,2007,169,9,39,6
Sudan,SDN,2008,176,10,41,6
Sudan,SDN,2009,184,10,43,7
Sudan,SDN,2010,191,11,46,7
Sudan,SDN,2011,198,11,48,7
Sudan,SDN,2012,206,12,50,8
Sudan,SDN,2013,215,13,53,8
Sudan,SDN,2014,224,13,56,8
Sudan,SDN,2015,233,14,59,9
Sudan,SDN,2016,244,15,62,10
Sudan,SDN,2017,255,16,66,10
Sudan,SDN,2018,267,17,70,11
Sudan,SDN,2019,277,18,73,11
Suriname,SUR,1990,0,0,0,0
Suriname,SUR,1991,0,0,0,0
Suriname,SUR,1992,0,0,0,0
Suriname,SUR,1993,0,0,0,0
Suriname,SUR,1994,0,1,0,0
Suriname,SUR,1995,0,1,0,0
Suriname,SUR,1996,0,1,0,0
Suriname,SUR,1997,1,1,0,0
Suriname,SUR,1998,1,1,1,0
Suriname,SUR,1999,1,2,1,0
Suriname,SUR,2000,1,2,1,0
Suriname,SUR,2001,1,2,1,0
Suriname,SUR,2002,1,2,1,0
Suriname,SUR,2003,1,2,1,0
Suriname,SUR,2004,1,2,1,0
Suriname,SUR,2005,1,2,1,0
Suriname,SUR,2006,1,2,1,0
Suriname,SUR,2007,1,2,1,0
Suriname,SUR,2008,1,2,1,0
Suriname,SUR,2009,0,1,1,0
Suriname,SUR,2010,0,1,1,0
Suriname,SUR,2011,0,1,1,0
Suriname,SUR,2012,0,1,1,0
Suriname,SUR,2013,0,1,1,0
Suriname,SUR,2014,0,1,1,0
Suriname,SUR,2015,1,1,1,0
Suriname,SUR,2016,1,1,1,0
Suriname,SUR,2017,1,2,1,0
Suriname,SUR,2018,1,2,1,0
Suriname,SUR,2019,1,2,1,0
Sweden,SWE,1990,68,2,20,8
Sweden,SWE,1991,72,2,19,9
Sweden,SWE,1992,79,2,19,9
Sweden,SWE,1993,89,2,19,9
Sweden,SWE,1994,93,2,20,11
Sweden,SWE,1995,103,2,19,11
Sweden,SWE,1996,115,3,21,12
Sweden,SWE,1997,129,4,21,13
Sweden,SWE,1998,141,4,23,15
Sweden,SWE,1999,156,5,26,17
Sweden,SWE,2000,168,6,30,18
Sweden,SWE,2001,164,7,34,19
Sweden,SWE,2002,158,8,35,19
Sweden,SWE,2003,155,8,36,19
Sweden,SWE,2004,157,8,38,20
Sweden,SWE,2005,161,9,39,20
Sweden,SWE,2006,166,9,40,20
Sweden,SWE,2007,177,10,45,21
Sweden,SWE,2008,191,11,48,23
Sweden,SWE,2009,198,12,51,23
Sweden,SWE,2010,207,12,52,23
Sweden,SWE,2011,216,13,55,24
Sweden,SWE,2012,229,14,59,25
Sweden,SWE,2013,248,16,64,26
Sweden,SWE,2014,272,17,69,28
Sweden,SWE,2015,291,18,74,31
Sweden,SWE,2016,309,19,77,31
Sweden,SWE,2017,324,20,80,33
Sweden,SWE,2018,334,21,81,34
Sweden,SWE,2019,345,22,82,36
Switzerland,CHE,1990,286,6,17,7
Switzerland,CHE,1991,314,7,19,8
Switzerland,CHE,1992,334,7,20,8
Switzerland,CHE,1993,347,8,20,8
Switzerland,CHE,1994,358,8,20,8
Switzerland,CHE,1995,325,7,17,7
Switzerland,CHE,1996,302,5,14,5
Switzerland,CHE,1997,278,5,14,5
Switzerland,CHE,1998,260,7,15,5
Switzerland,CHE,1999,246,7,15,5
Switzerland,CHE,2000,239,10,19,6
Switzerland,CHE,2001,228,10,22,7
Switzerland,CHE,2002,207,11,25,8
Switzerland,CHE,2003,187,11,27,8
Switzerland,CHE,2004,174,10,28,8
Switzerland,CHE,2005,172,10,29,9
Switzerland,CHE,2006,167,10,32,10
Switzerland,CHE,2007,163,10,32,10
Switzerland,CHE,2008,161,9,33,10
Switzerland,CHE,2009,153,9,34,10
Switzerland,CHE,2010,146,9,32,10
Switzerland,CHE,2011,140,9,32,9
Switzerland,CHE,2012,136,9,32,9
Switzerland,CHE,2013,136,9,32,9
Switzerland,CHE,2014,136,9,31,9
Switzerland,CHE,2015,136,9,31,9
Switzerland,CHE,2016,138,9,31,10
Switzerland,CHE,2017,144,10,32,10
Switzerland,CHE,2018,150,10,33,11
Switzerland,CHE,2019,156,11,34,11
Syria,SYR,1990,43,2,10,2
Syria,SYR,1991,46,3,10,2
Syria,SYR,1992,49,3,11,2
Syria,SYR,1993,49,3,11,2
Syria,SYR,1994,51,3,12,2
Syria,SYR,1995,52,3,12,2
Syria,SYR,1996,54,3,13,2
Syria,SYR,1997,56,3,13,2
Syria,SYR,1998,59,3,14,2
Syria,SYR,1999,60,4,14,2
Syria,SYR,2000,61,4,15,3
Syria,SYR,2001,62,4,16,3
Syria,SYR,2002,66,4,17,3
Syria,SYR,2003,68,4,18,3
Syria,SYR,2004,73,4,19,3
Syria,SYR,2005,82,5,22,3
Syria,SYR,2006,94,6,26,4
Syria,SYR,2007,102,7,28,4
Syria,SYR,2008,108,7,31,5
Syria,SYR,2009,108,7,33,5
Syria,SYR,2010,85,6,25,4
Syria,SYR,2011,95,7,30,4
Syria,SYR,2012,92,6,31,4
Syria,SYR,2013,90,6,32,4
Syria,SYR,2014,89,6,33,4
Syria,SYR,2015,88,6,33,4
Syria,SYR,2016,90,6,34,4
Syria,SYR,2017,93,6,36,5
Syria,SYR,2018,96,7,38,5
Syria,SYR,2019,101,7,40,5
Taiwan,TWN,1990,125,2,80,56
Taiwan,TWN,1991,126,3,81,56
Taiwan,TWN,1992,122,3,82,55
Taiwan,TWN,1993,124,3,85,56
Taiwan,TWN,1994,119,2,83,53
Taiwan,TWN,1995,109,2,75,48
Taiwan,TWN,1996,98,2,70,45
Taiwan,TWN,1997,95,2,66,42
Taiwan,TWN,1998,95,2,64,40
Taiwan,TWN,1999,99,2,63,40
Taiwan,TWN,2000,106,2,65,43
Taiwan,TWN,2001,113,2,66,45
Taiwan,TWN,2002,118,2,68,46
Taiwan,TWN,2003,121,2,71,48
Taiwan,TWN,2004,129,3,78,52
Taiwan,TWN,2005,135,3,84,57
Taiwan,TWN,2006,143,3,85,58
Taiwan,TWN,2007,146,3,86,58
Taiwan,TWN,2008,141,3,84,56
Taiwan,TWN,2009,138,3,81,54
Taiwan,TWN,2010,138,3,81,55
Taiwan,TWN,2011,146,3,87,60
Taiwan,TWN,2012,157,3,88,62
Taiwan,TWN,2013,167,3,92,65
Taiwan,TWN,2014,187,4,100,72
Taiwan,TWN,2015,203,4,105,77
Taiwan,TWN,2016,219,4,114,85
Taiwan,TWN,2017,231,5,122,94
Taiwan,TWN,2018,246,5,132,104
Taiwan,TWN,2019,259,5,140,113
Tajikistan,TJK,1990,7,1,4,1
Tajikistan,TJK,1991,7,1,4,2
Tajikistan,TJK,1992,7,1,4,2
Tajikistan,TJK,1993,7,1,4,2
Tajikistan,TJK,1994,7,1,5,2
Tajikistan,TJK,1995,7,1,4,2
Tajikistan,TJK,1996,7,1,4,2
Tajikistan,TJK,1997,7,1,4,2
Tajikistan,TJK,1998,7,1,4,2
Tajikistan,TJK,1999,7,1,4,2
Tajikistan,TJK,2000,8,1,4,2
Tajikistan,TJK,2001,8,1,4,2
Tajikistan,TJK,2002,8,1,4,2
Tajikistan,TJK,2003,9,1,4,2
Tajikistan,TJK,2004,10,1,4,2
Tajikistan,TJK,2005,11,1,5,2
Tajikistan,TJK,2006,11,1,5,2
Tajikistan,TJK,2007,12,1,5,3
Tajikistan,TJK,2008,12,1,5,3
Tajikistan,TJK,2009,12,1,5,3
Tajikistan,TJK,2010,12,1,6,3
Tajikistan,TJK,2011,12,1,6,3
Tajikistan,TJK,2012,12,1,6,3
Tajikistan,TJK,2013,11,1,6,3
Tajikistan,TJK,2014,11,1,6,2
Tajikistan,TJK,2015,10,1,6,2
Tajikistan,TJK,2016,10,1,6,2
Tajikistan,TJK,2017,11,1,7,2
Tajikistan,TJK,2018,12,1,7,3
Tajikistan,TJK,2019,12,1,7,3
Tanzania,TZA,1990,27,2,10,1
Tanzania,TZA,1991,28,2,11,1
Tanzania,TZA,1992,29,2,12,1
Tanzania,TZA,1993,31,2,12,1
Tanzania,TZA,1994,33,2,13,1
Tanzania,TZA,1995,34,2,14,1
Tanzania,TZA,1996,35,2,14,1
Tanzania,TZA,1997,37,2,15,1
Tanzania,TZA,1998,39,2,16,1
Tanzania,TZA,1999,41,3,17,1
Tanzania,TZA,2000,42,3,17,1
Tanzania,TZA,2001,44,3,17,1
Tanzania,TZA,2002,46,3,17,1
Tanzania,TZA,2003,50,3,17,1
Tanzania,TZA,2004,53,3,18,1
Tanzania,TZA,2005,56,4,18,1
Tanzania,TZA,2006,60,4,19,2
Tanzania,TZA,2007,66,4,20,2
Tanzania,TZA,2008,73,5,22,2
Tanzania,TZA,2009,81,6,24,2
Tanzania,TZA,2010,87,6,26,2
Tanzania,TZA,2011,92,7,27,3
Tanzania,TZA,2012,98,7,28,3
Tanzania,TZA,2013,104,8,30,3
Tanzania,TZA,2014,108,8,31,3
Tanzania,TZA,2015,112,8,32,3
Tanzania,TZA,2016,118,9,33,4
Tanzania,TZA,2017,125,10,36,4
Tanzania,TZA,2018,132,10,38,4
Tanzania,TZA,2019,138,11,40,4
Thailand,THA,1990,138,13,34,33
Thailand,THA,1991,152,15,39,39
Thailand,THA,1992,168,16,43,45
Thailand,THA,1993,189,19,50,55
Thailand,THA,1994,216,23,58,68
Thailand,THA,1995,248,27,70,86
Thailand,THA,1996,279,32,82,104
Thailand,THA,1997,275,32,79,101
Thailand,THA,1998,279,33,79,97
Thailand,THA,1999,309,38,88,108
Thailand,THA,2000,314,38,88,107
Thailand,THA,2001,308,37,85,105
Thailand,THA,2002,314,38,86,105
Thailand,THA,2003,312,37,82,100
Thailand,THA,2004,289,34,76,87
Thailand,THA,2005,269,32,70,76
Thailand,THA,2006,257,31,68,69
Thailand,THA,2007,243,29,65,63
Thailand,THA,2008,226,27,63,57
Thailand,THA,2009,210,26,60,52
Thailand,THA,2010,205,25,61,50
Thailand,THA,2011,203,26,62,49
Thailand,THA,2012,206,26,61,49
Thailand,THA,2013,205,25,61,49
Thailand,THA,2014,207,25,64,53
Thailand,THA,2015,211,27,70,61
Thailand,THA,2016,227,28,76,66
Thailand,THA,2017,242,31,81,71
Thailand,THA,2018,259,34,87,78
Thailand,THA,2019,273,36,93,84
Timor,TLS,1990,1,0,0,0
Timor,TLS,1991,1,0,0,0
Timor,TLS,1992,1,0,0,0
Timor,TLS,1993,1,0,0,0
Timor,TLS,1994,1,0,0,0
Timor,TLS,1995,1,0,0,0
Timor,TLS,1996,1,0,0,0
Timor,TLS,1997,1,0,0,0
Timor,TLS,1998,1,0,0,0
Timor,TLS,1999,1,0,0,0
Timor,TLS,2000,1,0,0,0
Timor,TLS,2001,1,0,0,0
Timor,TLS,2002,1,0,0,0
Timor,TLS,2003,1,0,0,0
Timor,TLS,2004,1,0,0,0
Timor,TLS,2005,1,0,0,0
Timor,TLS,2006,1,0,0,0
Timor,TLS,2007,1,0,0,0
Timor,TLS,2008,1,0,0,0
Timor,TLS,2009,1,0,0,0
Timor,TLS,2010,1,0,0,0
Timor,TLS,2011,1,0,0,0
Timor,TLS,2012,1,0,0,0
Timor,TLS,2013,1,0,0,0
Timor,TLS,2014,1,0,0,0
Timor,TLS,2015,1,0,0,0
Timor,TLS,2016,1,0,0,0
Timor,TLS,2017,1,0,0,0
Timor,TLS,2018,1,0,0,0
Timor,TLS,2019,1,0,0,0
Togo,TGO,1990,4,0,1,0
Togo,TGO,1991,4,0,1,0
Togo,TGO,1992,4,0,1,0
Togo,TGO,1993,4,0,1,0
Togo,TGO,1994,5,0,1,0
Togo,TGO,1995,5,0,1,0
Togo,TGO,1996,5,0,1,0
Togo,TGO,1997,5,0,1,0
Togo,TGO,1998,6,0,1,0
Togo,TGO,1999,6,0,1,0
Togo,TGO,2000,6,0,1,0
Togo,TGO,2001,6,0,1,0
Togo,TGO,2002,7,0,1,0
Togo,TGO,2003,7,0,1,0
Togo,TGO,2004,7,0,1,0
Togo,TGO,2005,8,0,1,0
Togo,TGO,2006,8,0,1,0
Togo,TGO,2007,8,0,1,0
Togo,TGO,2008,9,0,1,0
Togo,TGO,2009,9,0,1,0
Togo,TGO,2010,10,0,1,0
Togo,TGO,2011,10,0,1,0
Togo,TGO,2012,11,0,1,0
Togo,TGO,2013,11,0,1,0
Togo,TGO,2014,12,0,1,0
Togo,TGO,2015,12,0,1,0
Togo,TGO,2016,13,0,1,0
Togo,TGO,2017,14,0,2,0
Togo,TGO,2018,15,0,2,0
Togo,TGO,2019,16,0,2,0
Tokelau,TKL,1990,0,0,0,0
Tokelau,TKL,1991,0,0,0,0
Tokelau,TKL,1992,0,0,0,0
Tokelau,TKL,1993,0,0,0,0
Tokelau,TKL,1994,0,0,0,0
Tokelau,TKL,1995,0,0,0,0
Tokelau,TKL,1996,0,0,0,0
Tokelau,TKL,1997,0,0,0,0
Tokelau,TKL,1998,0,0,0,0
Tokelau,TKL,1999,0,0,0,0
Tokelau,TKL,2000,0,0,0,0
Tokelau,TKL,2001,0,0,0,0
Tokelau,TKL,2002,0,0,0,0
Tokelau,TKL,2003,0,0,0,0
Tokelau,TKL,2004,0,0,0,0
Tokelau,TKL,2005,0,0,0,0
Tokelau,TKL,2006,0,0,0,0
Tokelau,TKL,2007,0,0,0,0
Tokelau,TKL,2008,0,0,0,0
Tokelau,TKL,2009,0,0,0,0
Tokelau,TKL,2010,0,0,0,0
Tokelau,TKL,2011,0,0,0,0
Tokelau,TKL,2012,0,0,0,0
Tokelau,TKL,2013,0,0,0,0
Tokelau,TKL,2014,0,0,0,0
Tokelau,TKL,2015,0,0,0,0
Tokelau,TKL,2016,0,0,0,0
Tokelau,TKL,2017,0,0,0,0
Tokelau,TKL,2018,0,0,0,0
Tokelau,TKL,2019,0,0,0,0
Tonga,TON,1990,0,0,0,0
Tonga,TON,1991,0,0,0,0
Tonga,TON,1992,0,0,0,0
Tonga,TON,1993,0,0,0,0
Tonga,TON,1994,0,0,0,0
Tonga,TON,1995,0,0,0,0
Tonga,TON,1996,0,0,0,0
Tonga,TON,1997,0,0,0,0
Tonga,TON,1998,0,0,0,0
Tonga,TON,1999,0,0,0,0
Tonga,TON,2000,0,0,0,0
Tonga,TON,2001,0,0,0,0
Tonga,TON,2002,0,0,0,0
Tonga,TON,2003,0,0,0,0
Tonga,TON,2004,0,0,0,0
Tonga,TON,2005,0,0,0,0
Tonga,TON,2006,0,0,0,0
Tonga,TON,2007,0,0,0,0
Tonga,TON,2008,0,0,0,0
Tonga,TON,2009,0,0,0,0
Tonga,TON,2010,0,0,0,0
Tonga,TON,2011,0,0,0,0
Tonga,TON,2012,0,0,0,0
Tonga,TON,2013,0,0,0,0
Tonga,TON,2014,0,0,0,0
Tonga,TON,2015,0,0,0,0
Tonga,TON,2016,0,0,0,0
Tonga,TON,2017,0,0,0,0
Tonga,TON,2018,0,0,0,0
Tonga,TON,2019,0,0,0,0
Trinidad and Tobago,TTO,1990,0,0,0,0
Trinidad and Tobago,TTO,1991,0,0,0,0
Trinidad and Tobago,TTO,1992,0,0,0,0
Trinidad and Tobago,TTO,1993,1,1,0,0
Trinidad and Tobago,TTO,1994,1,1,0,0
Trinidad and Tobago,TTO,1995,0,1,0,0
Trinidad and Tobago,TTO,1996,1,1,0,0
Trinidad and Tobago,TTO,1997,1,1,0,0
Trinidad and Tobago,TTO,1998,1,1,0,0
Trinidad and Tobago,TTO,1999,1,1,0,0
Trinidad and Tobago,TTO,2000,1,2,1,0
Trinidad and Tobago,TTO,2001,1,2,1,0
Trinidad and Tobago,TTO,2002,1,3,1,0
Trinidad and Tobago,TTO,2003,2,3,1,0
Trinidad and Tobago,TTO,2004,1,4,1,0
Trinidad and Tobago,TTO,2005,1,4,1,0
Trinidad and Tobago,TTO,2006,2,4,1,0
Trinidad and Tobago,TTO,2007,2,5,1,0
Trinidad and Tobago,TTO,2008,2,5,1,1
Trinidad and Tobago,TTO,2009,2,5,1,1
Trinidad and Tobago,TTO,2010,2,5,1,1
Trinidad and Tobago,TTO,2011,2,4,1,0
Trinidad and Tobago,TTO,2012,2,4,1,0
Trinidad and Tobago,TTO,2013,2,4,1,0
Trinidad and Tobago,TTO,2014,2,5,1,1
Trinidad and Tobago,TTO,2015,2,5,1,1
Trinidad and Tobago,TTO,2016,2,5,2,1
Trinidad and Tobago,TTO,2017,2,5,2,1
Trinidad and Tobago,TTO,2018,2,5,2,1
Trinidad and Tobago,TTO,2019,2,5,2,1
Tropical Latin America,,1990,38,110,37,4
Tropical Latin America,,1991,40,113,39,4
Tropical Latin America,,1992,41,115,40,4
Tropical Latin America,,1993,43,122,43,4
Tropical Latin America,,1994,45,133,46,4
Tropical Latin America,,1995,48,145,52,4
Tropical Latin America,,1996,52,154,57,5
Tropical Latin America,,1997,55,158,59,5
Tropical Latin America,,1998,57,160,62,5
Tropical Latin America,,1999,59,157,63,5
Tropical Latin America,,2000,61,156,65,5
Tropical Latin America,,2001,63,158,68,5
Tropical Latin America,,2002,64,161,70,5
Tropical Latin America,,2003,68,168,74,6
Tropical Latin America,,2004,71,181,78,6
Tropical Latin America,,2005,73,198,83,6
Tropical Latin America,,2006,77,225,90,6
Tropical Latin America,,2007,80,254,98,7
Tropical Latin America,,2008,84,295,107,8
Tropical Latin America,,2009,88,346,118,9
Tropical Latin America,,2010,93,415,133,11
Tropical Latin America,,2011,98,487,149,12
Tropical Latin America,,2012,102,558,163,13
Tropical Latin America,,2013,108,630,178,15
Tropical Latin America,,2014,113,689,191,16
Tropical Latin America,,2015,119,720,199,17
Tropical Latin America,,2016,124,758,211,18
Tropical Latin America,,2017,128,771,214,19
Tropical Latin America,,2018,132,758,218,19
Tropical Latin America,,2019,138,761,223,20
Tunisia,TUN,1990,27,2,7,1
Tunisia,TUN,1991,30,2,8,1
Tunisia,TUN,1992,33,2,9,1
Tunisia,TUN,1993,36,2,10,1
Tunisia,TUN,1994,39,3,11,2
Tunisia,TUN,1995,43,3,12,2
Tunisia,TUN,1996,46,3,13,2
Tunisia,TUN,1997,49,3,14,2
Tunisia,TUN,1998,53,4,15,2
Tunisia,TUN,1999,57,4,16,2
Tunisia,TUN,2000,60,4,17,3
Tunisia,TUN,2001,63,5,19,3
Tunisia,TUN,2002,66,5,20,3
Tunisia,TUN,2003,69,5,21,3
Tunisia,TUN,2004,72,5,22,3
Tunisia,TUN,2005,74,6,23,3
Tunisia,TUN,2006,76,6,24,3
Tunisia,TUN,2007,78,6,24,4
Tunisia,TUN,2008,80,6,25,4
Tunisia,TUN,2009,82,7,26,4
Tunisia,TUN,2010,84,7,27,4
Tunisia,TUN,2011,86,7,28,4
Tunisia,TUN,2012,88,7,29,4
Tunisia,TUN,2013,90,8,30,4
Tunisia,TUN,2014,92,8,31,5
Tunisia,TUN,2015,95,8,32,5
Tunisia,TUN,2016,97,9,33,5
Tunisia,TUN,2017,100,9,35,5
Tunisia,TUN,2018,103,9,36,5
Tunisia,TUN,2019,105,10,37,6
Turkey,TUR,1990,76,9,14,4
Turkey,TUR,1991,79,9,15,5
Turkey,TUR,1992,83,10,16,5
Turkey,TUR,1993,86,10,17,5
